Date/Time,SomeCategory:Some subcategory [x](Hourly),SomeCategory:Some other subcategory,SomeOtherCategory:yet another subcategory [x](Hourly)
 03/26  02:00:00,10.9125,5.9125,0
 03/26  03:00:00,11.1,6.075,0
 03/26  04:00:00,11.1,5.7,0
 03/26  05:00:00,10.7875,4.075,0
 03/26  06:00:00,10.9125,2.475,0
 03/26  07:00:00,11.1,2.1,0.74322432
 03/26  08:00:00,11.475,2.4125,1.48644864
 03/26  09:00:00,12.7,1.9125,7.06063104
 03/26  10:00:00,14.3625,2.5,7.06063104
 03/26  11:00:00,15,3.1,7.06063104
 03/26  12:00:00,16.0625,3.1,7.06063104
 03/26  13:00:00,16.7,5.0375,3.7161216
 03/26  14:00:00,17.3875,6.2,7.06063104
 03/26  15:00:00,16.7375,7.45,7.06063104
 03/26  16:00:00,15.7875,7.575,7.06063104
 03/26  17:00:00,14.5375,7.825,7.06063104
 03/26  18:00:00,12.8375,7.8875,5.20257024
 03/26  19:00:00,11.5125,7.3875,2.97289728
 03/26  20:00:00,10.7875,7.2,2.97289728
 03/26  21:00:00,10.225,5.95,0.74322432
 03/26  22:00:00,10,5.5125,0.74322432
 03/26  23:00:00,10,4.7,0.37161216
 03/26  24:00:00,10,3.7875,0.37161216
 03/27  01:00:00,10,4.6,0
 03/27  02:00:00,10.375,4.2,0
 03/27  03:00:00,10.6,3.2875,0
 03/27  04:00:00,10.225,1.1625,0
 03/27  05:00:00,10,1.625,0
 03/27  06:00:00,10,2.9125,0
 03/27  07:00:00,10,1.1625,0.74322432
 03/27  08:00:00,10.375,0.9375,1.48644864
 03/27  09:00:00,11.2875,2.5,7.06063104
 03/27  10:00:00,12.7,3.4125,7.06063104
 03/27  11:00:00,13.675,2.6625,7.06063104
 03/27  12:00:00,15.65,2.1,7.06063104
 03/27  13:00:00,17.3875,4.975,3.7161216
 03/27  14:00:00,18.8,4.7625,7.06063104
 03/27  15:00:00,18.4,3.2875,7.06063104
 03/27  16:00:00,18.8,4.4125,7.06063104
 03/27  17:00:00,17.3375,7.45,7.06063104
 03/27  18:00:00,14.725,8.1125,5.20257024
 03/27  19:00:00,12.8375,7.3875,2.97289728
 03/27  20:00:00,11.8875,6.2625,2.97289728
 03/27  21:00:00,11.325,5.7,0.74322432
 03/27  22:00:00,11.1,5.7,0.74322432
 03/27  23:00:00,11.1,5.0125,0.37161216
 03/27  24:00:00,10.4125,3.35,0.37161216
 03/28  01:00:00,10,0.975,0
 03/28  02:00:00,9.625,1.3125,0
 03/28  03:00:00,9.775,0.7875,0
 03/28  04:00:00,10,1.3125,0
 03/28  05:00:00,10.375,4.6625,0
 03/28  06:00:00,10.6,4.575,0
 03/28  07:00:00,10.6,3.9125,0.74322432
 03/28  08:00:00,11.2875,3.1625,1.48644864
 03/28  09:00:00,12.7,3.225,7.06063104
 03/28  10:00:00,13.675,3.9125,7.06063104
 03/28  11:00:00,14.5875,4.1,7.06063104
 03/28  12:00:00,15.375,3.475,7.06063104
 03/28  13:00:00,16.975,5.0375,3.7161216
 03/28  14:00:00,17.8,6.5125,7.06063104
 03/28  15:00:00,17.8,6.075,7.06063104
 03/28  16:00:00,17.8,5.7,7.06063104
 03/28  17:00:00,17.8,5.0125,7.06063104
 03/28  18:00:00,16.425,4.2875,5.20257024
 03/28  19:00:00,14.1625,4.1,2.97289728
 03/28  20:00:00,12.6125,3.475,2.97289728
 03/28  21:00:00,11.8875,2.7875,0.74322432
 03/28  22:00:00,11.7,0.975,0.74322432
 03/28  23:00:00,11.7,1.3125,0.37161216
 03/28  24:00:00,11.325,0.7875,0.37161216
 03/29  01:00:00,10.7875,0,0
 03/29  02:00:00,10.225,0,0
 03/29  03:00:00,10,0,0
 03/29  04:00:00,8.9375,1.9375,0
 03/29  05:00:00,9.7375,2.7875,0
 03/29  06:00:00,10.225,0.975,0
 03/29  07:00:00,9.625,0,0.74322432
 03/29  08:00:00,11.15,0.9375,1.48644864
 03/29  09:00:00,12.8875,1.875,7.06063104
 03/29  10:00:00,13.9875,2.725,7.06063104
 03/29  11:00:00,14.775,3.1,7.06063104
 03/29  12:00:00,15.375,3.1,7.06063104
 03/29  13:00:00,16.975,4.0375,3.7161216
 03/29  14:00:00,17.425,4.2875,7.06063104
 03/29  15:00:00,17.2,4.7875,7.06063104
 03/29  16:00:00,16.5125,5.2,7.06063104
 03/29  17:00:00,15.0375,6.7625,7.06063104
 03/29  18:00:00,14.4,6.7625,5.20257024
 03/29  19:00:00,13.4,3.95,2.97289728
 03/29  20:00:00,12.425,2.6,2.97289728
 03/29  21:00:00,12.2,3.5375,0.74322432
 03/29  22:00:00,12.2,4.4125,0.74322432
 03/29  23:00:00,11.8875,6.225,0.37161216
 03/29  24:00:00,12.0125,6.575,0.37161216
 03/30  01:00:00,11.8875,7.1375,0
 03/30  02:00:00,11.7,6.45,0
 03/30  03:00:00,11.325,6.0125,0
 03/30  04:00:00,11.1,7.1375,0
 03/30  05:00:00,11.1,7.075,0
 03/30  06:00:00,10.7875,6.3875,0
 03/30  07:00:00,11.2875,5.8875,0.74322432
 03/30  08:00:00,12.7,5.3875,1.48644864
 03/30  09:00:00,13.9875,5.825,7.06063104
 03/30  10:00:00,14.775,6.825,7.06063104
 03/30  11:00:00,15.375,8.2,7.06063104
 03/30  12:00:00,15.9125,9.1125,7.06063104
 03/30  13:00:00,16.1,7.9875,3.7161216
 03/30  14:00:00,16.1,8.825,7.06063104
 03/30  15:00:00,15.7875,11.05,7.06063104
 03/30  16:00:00,14.85,8.925,7.06063104
 03/30  17:00:00,14.0875,9.45,7.06063104
 03/30  18:00:00,13.2125,8.2375,5.20257024
 03/30  19:00:00,12.1125,8.0125,2.97289728
 03/30  20:00:00,11.7,10.3625,2.97289728
 03/30  21:00:00,11.325,9.3625,0.74322432
 03/30  22:00:00,10.7875,6.95,0.74322432
 03/30  23:00:00,10.6,4.8875,0.37161216
 03/30  24:00:00,10.6,5.725,0.37161216
 03/31  01:00:00,10.225,5.7625,0
 03/31  02:00:00,10,4.825,0
 03/31  03:00:00,9.3125,3.975,0
 03/31  04:00:00,8.2125,2.6625,0
 03/31  05:00:00,8.1125,1.725,0
 03/31  06:00:00,7.9875,1.875,0
 03/31  07:00:00,8.8,2.1,0.74322432
 03/31  08:00:00,11.525,0.7875,0.74322432
 03/31  09:00:00,13.4875,0.9375,3.7161216
 03/31  10:00:00,14.5875,1.875,3.7161216
 03/31  11:00:00,16.0625,2.1,3.7161216
 03/31  12:00:00,17.3875,2.725,3.7161216
 03/31  13:00:00,18.4875,4.725,3.7161216
 03/31  14:00:00,18.9,7.6375,3.7161216
 03/31  15:00:00,18.2125,8.1125,0.74322432
 03/31  16:00:00,17.1125,7.7,0.74322432
 03/31  17:00:00,16.0125,8.7,0.74322432
 03/31  18:00:00,14.85,8.6125,0
 03/31  19:00:00,13.4,8.2,0
 03/31  20:00:00,12.425,6.6375,0
 03/31  21:00:00,11.8875,5.3875,0
 03/31  22:00:00,12.075,5.1375,0
 03/31  23:00:00,12.6125,5.0375,0
 03/31  24:00:00,13.175,4.9375,0
 04/01  01:00:00,13.7125,4.9,0
 04/01  02:00:00,14.275,4.8375,0
 04/01  03:00:00,14.8125,4.7375,0
 04/01  04:00:00,15.375,4.6375,0
 04/01  05:00:00,15.9125,1.725,0
 04/01  06:00:00,17.1625,1.625,0
 04/01  07:00:00,18.1125,5.7875,0
 04/01  08:00:00,18.675,7.075,0
 04/01  09:00:00,18.9,6.3875,0
 04/01  10:00:00,20.65,5.575,0
 04/01  11:00:00,23.075,4.825,0
 04/01  12:00:00,24.2125,3.975,0
 04/01  13:00:00,22.7125,4.6,0
 04/01  14:00:00,23.3875,3.575,0
 04/01  15:00:00,25.8375,1.9125,0
 04/01  16:00:00,27.0125,2.1875,0
 04/01  17:00:00,26.5125,5.1625,0
 04/01  18:00:00,23.35,5.7625,0
 04/01  19:00:00,21.0125,4.5125,0
 04/01  20:00:00,19.5375,4.4125,0
 04/01  21:00:00,18.2125,3.6625,0
 04/01  22:00:00,16.7375,2.475,0
 04/01  23:00:00,15.7875,1.725,0
 04/01  24:00:00,15.225,1.875,0
 04/02  01:00:00,13.9375,2.4125,0
 04/02  02:00:00,13.6125,1.7875,0
 04/02  03:00:00,14.175,0.4875,0
 04/02  04:00:00,14.775,0,0
 04/02  05:00:00,13.25,0.9375,0
 04/02  06:00:00,12.8875,0.5625,0
 04/02  07:00:00,14.3625,0.9375,0.74322432
 04/02  08:00:00,15.6875,0.5625,1.48644864
 04/02  09:00:00,16.1,1.3125,7.06063104
 04/02  10:00:00,16.475,2.1,7.06063104
 04/02  11:00:00,17.7,1.725,7.06063104
 04/02  12:00:00,20.05,1.5,7.06063104
 04/02  13:00:00,23.1625,2.5,3.7161216
 04/02  14:00:00,23.025,3.725,7.06063104
 04/02  15:00:00,26.0125,3.7875,7.06063104
 04/02  16:00:00,28.3,4.225,7.06063104
 04/02  17:00:00,27.9875,3.975,7.06063104
 04/02  18:00:00,24.9875,5.85,5.20257024
 04/02  19:00:00,20.8625,6.2625,2.97289728
 04/02  20:00:00,19.4,5.0125,2.97289728
 04/02  21:00:00,20.15,4.2875,0.74322432
 04/02  22:00:00,20.225,3.7875,0.74322432
 04/02  23:00:00,18.625,3.6,0.37161216
 04/02  24:00:00,17.1125,2.2875,0.37161216
 04/03  01:00:00,15.2625,1.875,0
 04/03  02:00:00,13.7125,2.4125,0
 04/03  03:00:00,12.6125,1.9125,0
 04/03  04:00:00,12.2,2.1875,0
 04/03  05:00:00,12.2,3.225,0
 04/03  06:00:00,11.8875,3.9125,0
 04/03  07:00:00,12.0125,4.1,0.74322432
 04/03  08:00:00,13.2625,4.4125,1.48644864
 04/03  09:00:00,14.5875,1.725,7.06063104
 04/03  10:00:00,16.0625,2.25,7.06063104
 04/03  11:00:00,17.3875,3.6,7.06063104
 04/03  12:00:00,17.8,3.6,7.06063104
 04/03  13:00:00,17.8,3.6,3.7161216
 04/03  14:00:00,18.4875,3.6,7.06063104
 04/03  15:00:00,18.9,2.975,7.06063104
 04/03  16:00:00,19.2125,2.2875,7.06063104
 04/03  17:00:00,18.4,2.725,7.06063104
 04/03  18:00:00,17.1125,2.1,5.20257024
 04/03  19:00:00,15.2625,1.5,2.97289728
 04/03  20:00:00,14.4,3.125,2.97289728
 04/03  21:00:00,13.7125,3.475,0.74322432
 04/03  22:00:00,12.9875,3.725,0.74322432
 04/03  23:00:00,12.425,3.475,0.37161216
 04/03  24:00:00,12.2,4.4125,0.37161216
 04/04  01:00:00,12.2,5.825,0
 04/04  02:00:00,11.8875,4.575,0
 04/04  03:00:00,11.7,3.2875,0
 04/04  04:00:00,11.325,3.4125,0
 04/04  05:00:00,11.475,3.9125,0
 04/04  06:00:00,11.7,3.475,0
 04/04  07:00:00,12.0125,3.1,0.74322432
 04/04  08:00:00,12.575,3.725,1.48644864
 04/04  09:00:00,13.1125,5.1,7.06063104
 04/04  10:00:00,13.675,5.3875,7.06063104
 04/04  11:00:00,14.5875,5.2,7.06063104
 04/04  12:00:00,15.6875,6.1375,7.06063104
 04/04  13:00:00,16.1,8.0125,3.7161216
 04/04  14:00:00,15.7875,8.8,7.06063104
 04/04  15:00:00,15.6,8.1125,7.06063104
 04/04  16:00:00,15.225,7.3875,7.06063104
 04/04  17:00:00,14.3125,7.825,7.06063104
 04/04  18:00:00,13.2125,7.575,5.20257024
 04/04  19:00:00,12.425,7.2,2.97289728
 04/04  20:00:00,11.8875,6.575,2.97289728
 04/04  21:00:00,11.7,6.5125,0.74322432
 04/04  22:00:00,11.325,6.3875,0.74322432
 04/04  23:00:00,11.1,5.8875,0.37161216
 04/04  24:00:00,11.1,4.7,0.37161216
 04/05  01:00:00,11.1,4.1,0
 04/05  02:00:00,11.1,4.7875,0
 04/05  03:00:00,10.7875,4.5125,0
 04/05  04:00:00,10.6,4.1,0
 04/05  05:00:00,10.9125,4.4125,0
 04/05  06:00:00,11.1,4.975,0
 04/05  07:00:00,11.1,4.825,0.74322432
 04/05  08:00:00,11.475,5.2875,1.48644864
 04/05  09:00:00,12.0125,6.0125,7.06063104
 04/05  10:00:00,12.575,5.575,7.06063104
 04/05  11:00:00,13.8,5.5125,7.06063104
 04/05  12:00:00,14.775,6.6375,7.06063104
 04/05  13:00:00,15.375,8.2,3.7161216
 04/05  14:00:00,15.6,8.1125,7.06063104
 04/05  15:00:00,15.6,7.3875,7.06063104
 04/05  16:00:00,14.85,9.1375,7.06063104
 04/05  17:00:00,14.0875,7.425,7.06063104
 04/05  18:00:00,12.525,7.6375,5.20257024
 04/05  19:00:00,11.325,6.55,2.97289728
 04/05  20:00:00,10.7875,4.5125,2.97289728
 04/05  21:00:00,10.225,4.4125,0.74322432
 04/05  22:00:00,10,5.2875,0.74322432
 04/05  23:00:00,10,4.3875,0.37161216
 04/05  24:00:00,10,3.9125,0.37161216
 04/06  01:00:00,10.375,4.1,0
 04/06  02:00:00,10.6,2.85,0
 04/06  03:00:00,10.6,2.4125,0
 04/06  04:00:00,10.225,3.225,0
 04/06  05:00:00,10,4.6,0
 04/06  06:00:00,9.625,1.95,0
 04/06  07:00:00,10.15,2.25,0.74322432
 04/06  08:00:00,10.6,3.9125,1.48644864
 04/06  09:00:00,11.2875,3.475,7.06063104
 04/06  10:00:00,12.7,4.0375,7.06063104
 04/06  11:00:00,13.9875,5.9125,7.06063104
 04/06  12:00:00,14.775,7.325,7.06063104
 04/06  13:00:00,15.375,9.0125,3.7161216
 04/06  14:00:00,15.225,8.175,7.06063104
 04/06  15:00:00,15,7.825,7.06063104
 04/06  16:00:00,14.625,8.2,7.06063104
 04/06  17:00:00,13.7125,7.8875,7.06063104
 04/06  18:00:00,12.6125,7.075,5.20257024
 04/06  19:00:00,11.5125,7.0125,2.97289728
 04/06  20:00:00,11.1,5.2625,2.97289728
 04/06  21:00:00,10.7875,4.1,0.74322432
 04/06  22:00:00,10.225,3.7875,0.74322432
 04/06  23:00:00,10,4.225,0.37161216
 04/06  24:00:00,10,4.2875,0.37161216
 04/07  01:00:00,9.625,3.1625,0
 04/07  02:00:00,9.0875,2.6,0
 04/07  03:00:00,8.9,2.9125,0
 04/07  04:00:00,8.9,2.1,0
 04/07  05:00:00,9.2125,0.5625,0
 04/07  06:00:00,9.4,1.3125,0
 04/07  07:00:00,9.775,2.4125,0.74322432
 04/07  08:00:00,10.6875,1.9125,0.74322432
 04/07  09:00:00,12.1625,2.8125,3.7161216
 04/07  10:00:00,12.8,3.9125,3.7161216
 04/07  11:00:00,13.4875,3.1625,3.7161216
 04/07  12:00:00,14.5875,2.6,3.7161216
 04/07  13:00:00,16.0625,3.225,3.7161216
 04/07  14:00:00,17.3875,3.2875,3.7161216
 04/07  15:00:00,17.1125,6.6625,0.74322432
 04/07  16:00:00,16.0125,8.8,0.74322432
 04/07  17:00:00,14.1625,9.425,0.74322432
 04/07  18:00:00,12.6125,8.4875,0
 04/07  19:00:00,11.5125,8.7,0
 04/07  20:00:00,11.1,7.9875,0
 04/07  21:00:00,10.4125,6.2625,0
 04/07  22:00:00,10.375,6.0125,0
 04/07  23:00:00,10.225,5.8875,0
 04/07  24:00:00,10,4.7,0
 04/08  01:00:00,10,3.7875,0
 04/08  02:00:00,10,3.9125,0
 04/08  03:00:00,10,4.4125,0
 04/08  04:00:00,10,3.975,0
 04/08  05:00:00,10,3.6,0
 04/08  06:00:00,10,3.6,0
 04/08  07:00:00,10.375,4.225,0
 04/08  08:00:00,10.6,4.6,0
 04/08  09:00:00,10.9125,3.35,0
 04/08  10:00:00,11.7875,2.6,0
 04/08  11:00:00,12.8875,4.85,0
 04/08  12:00:00,13.3,7.45,0
 04/08  13:00:00,13.3,7.8875,0
 04/08  14:00:00,12.9875,8.3875,0
 04/08  15:00:00,12.425,8.425,0
 04/08  16:00:00,12.2,7.8875,0
 04/08  17:00:00,12.2,7.3875,0
 04/08  18:00:00,11.8875,6.8875,0
 04/08  19:00:00,11.7,6.3875,0
 04/08  20:00:00,11.7,5.2,0
 04/08  21:00:00,11.7,6.5375,0
 04/08  22:00:00,11.7,7.075,0
 04/08  23:00:00,11.7,8.325,0
 04/08  24:00:00,11.7,7.9875,0
 04/09  01:00:00,11.325,6.8875,0
 04/09  02:00:00,11.1,6.3875,0
 04/09  03:00:00,11.1,6.825,0
 04/09  04:00:00,10.7875,5.575,0
 04/09  05:00:00,10.6,3.6625,0
 04/09  06:00:00,10.6,4.725,0
 04/09  07:00:00,10.9125,5.0125,0.74322432
 04/09  08:00:00,11.1,5.9125,1.48644864
 04/09  09:00:00,12.1625,6.3875,7.06063104
 04/09  10:00:00,13.1125,6.5125,7.06063104
 04/09  11:00:00,13.9875,6.3875,7.06063104
 04/09  12:00:00,15.15,7.1375,7.06063104
 04/09  13:00:00,15.6,6.7625,3.7161216
 04/09  14:00:00,15.6,8.1375,7.06063104
 04/09  15:00:00,15.6,9.6125,7.06063104
 04/09  16:00:00,15.6,10.425,7.06063104
 04/09  17:00:00,14.5375,8.8625,7.06063104
 04/09  18:00:00,13.525,9.0125,5.20257024
 04/09  19:00:00,12.6125,9.4875,2.97289728
 04/09  20:00:00,11.8875,6.3625,2.97289728
 04/09  21:00:00,11.325,3.6625,0.74322432
 04/09  22:00:00,10.7875,4.725,0.74322432
 04/09  23:00:00,10.6,6.95,0.37161216
 04/09  24:00:00,10.6,8.0125,0.37161216
 04/10  01:00:00,10.225,7.8875,0
 04/10  02:00:00,10,7.7,0
 04/10  03:00:00,10,7.075,0
 04/10  04:00:00,9.625,6.075,0
 04/10  05:00:00,9.4,5.3875,0
 04/10  06:00:00,9.775,5.825,0
 04/10  07:00:00,10,6.2,0.74322432
 04/10  08:00:00,10.6875,5.575,1.48644864
 04/10  09:00:00,12.1625,5.5125,7.06063104
 04/10  10:00:00,13.8,6.325,7.06063104
 04/10  11:00:00,14.775,7.6375,7.06063104
 04/10  12:00:00,15,8.575,7.06063104
 04/10  13:00:00,15.6875,9.1125,3.7161216
 04/10  14:00:00,15.7875,8.9875,7.06063104
 04/10  15:00:00,15.6,8.8,7.06063104
 04/10  16:00:00,14.85,9.7375,7.06063104
 04/10  17:00:00,13.7125,9.3625,7.06063104
 04/10  18:00:00,12.9875,6.175,5.20257024
 04/10  19:00:00,12.1125,5.9125,2.97289728
 04/10  20:00:00,11.325,6.7,2.97289728
 04/10  21:00:00,11.1,6.7,0.74322432
 04/10  22:00:00,11.1,5.7625,0.74322432
 04/10  23:00:00,10.7875,4.5125,0.37161216
 04/10  24:00:00,10.6,3.475,0.37161216
 04/11  01:00:00,10.6,3.725,0
 04/11  02:00:00,10.6,4.7875,0
 04/11  03:00:00,10.225,4.2,0
 04/11  04:00:00,9.625,3.6,0
 04/11  05:00:00,9.775,2.975,0
 04/11  06:00:00,10,0.975,0
 04/11  07:00:00,10.6875,1.3125,0.74322432
 04/11  08:00:00,11.7875,2.725,1.48644864
 04/11  09:00:00,12.8875,2.7875,7.06063104
 04/11  10:00:00,13.675,1.9125,7.06063104
 04/11  11:00:00,15.275,2.1875,7.06063104
 04/11  12:00:00,16.1,5.475,7.06063104
 04/11  13:00:00,15.7875,7.2,3.7161216
 04/11  14:00:00,17.2875,6.575,7.06063104
 04/11  15:00:00,18.675,5.575,7.06063104
 04/11  16:00:00,20.275,6.45,7.06063104
 04/11  17:00:00,20.4125,5.575,7.06063104
 04/11  18:00:00,16.875,6.225,5.20257024
 04/11  19:00:00,13.9375,7.2,2.97289728
 04/11  20:00:00,14.3625,4.0125,2.97289728
 04/11  21:00:00,14.625,4.35,0.74322432
 04/11  22:00:00,14.0875,6.0125,0.74322432
 04/11  23:00:00,13.2125,4.8875,0.37161216
 04/11  24:00:00,12.425,4.4125,0.37161216
 04/12  01:00:00,12.8875,4.6,0
 04/12  02:00:00,12.6125,5.2875,0
 04/12  03:00:00,11.8875,3.7625,0
 04/12  04:00:00,12.0125,2.2875,0
 04/12  05:00:00,12.8875,3.6625,0
 04/12  06:00:00,13.3,3.35,0
 04/12  07:00:00,13.9875,0.975,0.74322432
 04/12  08:00:00,15.15,1.3125,1.48644864
 04/12  09:00:00,16.975,1.725,7.06063104
 04/12  10:00:00,17.425,2.1875,7.06063104
 04/12  11:00:00,17.8875,0.975,7.06063104
 04/12  12:00:00,20.425,3.5625,7.06063104
 04/12  13:00:00,21.325,6.6375,3.7161216
 04/12  14:00:00,20.0375,4.325,7.06063104
 04/12  15:00:00,19.4,2.6,7.06063104
 04/12  16:00:00,19.4,4.5375,7.06063104
 04/12  17:00:00,18.7125,6.0125,7.06063104
 04/12  18:00:00,17.6125,6.825,5.20257024
 04/12  19:00:00,16.5125,6.2625,2.97289728
 04/12  20:00:00,15.7875,4.3875,2.97289728
 04/12  21:00:00,14.85,3.6,0.74322432
 04/12  22:00:00,14.0875,2.2875,0.74322432
 04/12  23:00:00,13.9,2.8125,0.37161216
 04/12  24:00:00,13.9,2.6625,0.37161216
 04/13  01:00:00,14.2125,3.6625,0
 04/13  02:00:00,14.4,3.975,0
 04/13  03:00:00,14.775,2.975,0
 04/13  04:00:00,14.625,4.225,0
 04/13  05:00:00,14.4,4.5125,0
 04/13  06:00:00,14.0875,3.7875,0
 04/13  07:00:00,14.5875,3.9125,0.74322432
 04/13  08:00:00,15.375,4.7875,1.48644864
 04/13  09:00:00,15.6,5.5125,7.06063104
 04/13  10:00:00,16.6,5.0125,7.06063104
 04/13  11:00:00,18.2625,6.225,7.06063104
 04/13  12:00:00,17.15,5.95,7.06063104
 04/13  13:00:00,16.7875,5.5125,3.7161216
 04/13  14:00:00,17.575,6.6375,7.06063104
 04/13  15:00:00,17.425,7.2,7.06063104
 04/13  16:00:00,16.8875,6.575,7.06063104
 04/13  17:00:00,16.0125,5.2,7.06063104
 04/13  18:00:00,15.225,4.6,5.20257024
 04/13  19:00:00,14.625,5.6,2.97289728
 04/13  20:00:00,14.4,5.575,2.97289728
 04/13  21:00:00,14.0875,5.2,0.74322432
 04/13  22:00:00,13.9,4.825,0.74322432
 04/13  23:00:00,13.525,4.2875,0.37161216
 04/13  24:00:00,12.9875,3.1625,0.37161216
 04/14  01:00:00,12.8,1.9125,0
 04/14  02:00:00,13.1125,1.875,0
 04/14  03:00:00,12.9875,3.35,0
 04/14  04:00:00,12.8,3.475,0
 04/14  05:00:00,12.425,3.4125,0
 04/14  06:00:00,11.8875,3.6,0
 04/14  07:00:00,12.0125,3.6,0.74322432
 04/14  08:00:00,12.575,2.6625,0.74322432
 04/14  09:00:00,13.1125,1.725,3.7161216
 04/14  10:00:00,13.9875,2.5,3.7161216
 04/14  11:00:00,14.4,3.4125,3.7161216
 04/14  12:00:00,14.0875,3.9125,3.7161216
 04/14  13:00:00,14.9625,2.475,3.7161216
 04/14  14:00:00,15.225,3.4375,3.7161216
 04/14  15:00:00,15.6875,5.6,0.74322432
 04/14  16:00:00,16.1,7.1375,0.74322432
 04/14  17:00:00,15.4125,7.075,0.74322432
 04/14  18:00:00,13.9375,6.7,0
 04/14  19:00:00,12.9875,5.3875,0
 04/14  20:00:00,12.8,5.2875,0
 04/14  21:00:00,12.8,4.7,0
 04/14  22:00:00,12.8,3.1625,0
 04/14  23:00:00,12.425,2.6,0
 04/14  24:00:00,12.2,2.2875,0
 04/15  01:00:00,12.2,2.1,0
 04/15  02:00:00,12.2,2.4125,0
 04/15  03:00:00,12.2,1.9125,0
 04/15  04:00:00,12.2,1.5,0
 04/15  05:00:00,12.2,2.8125,0
 04/15  06:00:00,12.2,2.6625,0
 04/15  07:00:00,12.2,4.0375,0
 04/15  08:00:00,12.575,4.2,0
 04/15  09:00:00,13.1125,2.975,0
 04/15  10:00:00,13.9875,4.225,0
 04/15  11:00:00,15.15,5.2,0
 04/15  12:00:00,16.2875,4.2,0
 04/15  13:00:00,16.325,5.5375,0
 04/15  14:00:00,15.4125,6.3875,0
 04/15  15:00:00,14.625,5.8875,0
 04/15  16:00:00,14.4,4.3875,0
 04/15  17:00:00,15.15,5.225,0
 04/15  18:00:00,14.85,5.575,0
 04/15  19:00:00,14.0875,5.2,0
 04/15  20:00:00,13.525,6.1375,0
 04/15  21:00:00,13.3,4.7625,0
 04/15  22:00:00,13.3,2.6625,0
 04/15  23:00:00,13.675,4.0375,0
 04/15  24:00:00,13.9,4.825,0
 04/16  01:00:00,13.9,5.9125,0
 04/16  02:00:00,13.9,6.3875,0
 04/16  03:00:00,13.9,5.8875,0
 04/16  04:00:00,13.525,6.325,0
 04/16  05:00:00,12.9875,6.075,0
 04/16  06:00:00,12.8,6.6375,0
 04/16  07:00:00,13.1125,5.95,0.74322432
 04/16  08:00:00,13.675,5.5125,1.48644864
 04/16  09:00:00,14.5875,6.95,7.06063104
 04/16  10:00:00,15.375,7.3875,7.06063104
 04/16  11:00:00,16.2875,8.5125,7.06063104
 04/16  12:00:00,16.325,9.6125,7.06063104
 04/16  13:00:00,16.1,10.7375,3.7161216
 04/16  14:00:00,15.7875,7.4875,7.06063104
 04/16  15:00:00,14.85,4.825,7.06063104
 04/16  16:00:00,14.0875,3.6625,7.06063104
 04/16  17:00:00,13.9,2.7875,7.06063104
 04/16  18:00:00,13.525,2.6,5.20257024
 04/16  19:00:00,13.675,2.6,2.97289728
 04/16  20:00:00,13.525,3.225,2.97289728
 04/16  21:00:00,13.3,4.6,0.74322432
 04/16  22:00:00,12.9875,3.575,0.74322432
 04/16  23:00:00,12.425,2.6,0.37161216
 04/16  24:00:00,11.8875,2.2875,0.37161216
 04/17  01:00:00,12.0125,2.725,0
 04/17  02:00:00,11.8875,4.4125,0
 04/17  03:00:00,11.325,4.825,0
 04/17  04:00:00,11.1,4.2875,0
 04/17  05:00:00,11.1,3.1625,0
 04/17  06:00:00,11.1,2.2875,0
 04/17  07:00:00,11.475,0.7875,0.74322432
 04/17  08:00:00,11.7,1.9375,1.48644864
 04/17  09:00:00,12.3875,4.0375,7.06063104
 04/17  10:00:00,13.1125,4.6,7.06063104
 04/17  11:00:00,14.7375,4.2875,7.06063104
 04/17  12:00:00,15.6,4.1,7.06063104
 04/17  13:00:00,15.9125,5.1,3.7161216
 04/17  14:00:00,16.475,5.7,7.06063104
 04/17  15:00:00,17.0125,6.0125,7.06063104
 04/17  16:00:00,16.5125,7.1375,7.06063104
 04/17  17:00:00,16.1,6.7625,7.06063104
 04/17  18:00:00,15.0375,6.825,5.20257024
 04/17  19:00:00,13.7125,5.2625,2.97289728
 04/17  20:00:00,12.6125,1.5375,2.97289728
 04/17  21:00:00,12.575,3.5625,0.74322432
 04/17  22:00:00,12.8,5.3875,0.74322432
 04/17  23:00:00,12.425,3.575,0.37161216
 04/17  24:00:00,11.5125,0.975,0.37161216
 04/18  01:00:00,10.7875,1.625,0
 04/18  02:00:00,11.2875,3.85,0
 04/18  03:00:00,11.325,3.975,0
 04/18  04:00:00,11.1,1.35,0
 04/18  05:00:00,9.725,1.625,0
 04/18  06:00:00,9.2125,1.9125,0
 04/18  07:00:00,10.4625,2.8125,0.74322432
 04/18  08:00:00,11.7875,3.6,1.48644864
 04/18  09:00:00,12.8875,3.2875,7.06063104
 04/18  10:00:00,13.3,2.1,7.06063104
 04/18  11:00:00,13.9875,1.875,7.06063104
 04/18  12:00:00,15.4625,2.725,7.06063104
 04/18  13:00:00,16.7875,5.6625,3.7161216
 04/18  14:00:00,16.8875,7.2,7.06063104
 04/18  15:00:00,16.7,7.825,7.06063104
 04/18  16:00:00,16.7,8.2,7.06063104
 04/18  17:00:00,16.0125,7.575,7.06063104
 04/18  18:00:00,14.85,8.2,5.20257024
 04/18  19:00:00,13.7125,8.8,2.97289728
 04/18  20:00:00,12.6125,6.55,2.97289728
 04/18  21:00:00,12.2,5.2,0.74322432
 04/18  22:00:00,11.8875,3.2625,0.74322432
 04/18  23:00:00,11.7,2.725,0.37161216
